iter	Passed	Remaining
315	6792	14701
316	6799	14649
317	6808	14600
318	6816	14550
319	6822	14497
320	6830	14448
321	6835	14393
322	6843	14342
323	6850	14292
324	6857	14241
325	6865	14193
326	6872	14144
327	6878	14093
328	6886	14044
329	6893	13995
330	6900	13945
331	6908	13900
332	6917	13856
333	6925	13809
334	6932	13761
335	6940	13715
336	6947	13668
337	6957	13626
338	6966	13582
339	6973	13536
340	6982	13493
341	6990	13448
342	6998	13405
343	7006	13360
344	7016	13320
345	7024	13276
346	7031	13232
347	7042	13194
348	7051	13154
349	7059	13110
350	7066	13065
351	7073	13021
352	7082	12981
353	7090	12939
354	7098	12897
355	7107	12856
356	7116	12817
357	7125	12777
358	7136	12741
359	7143	12700
360	7151	12657
361	7159	12618
362	7168	12579
363	7177	12540
364	7185	12500
365	7193	12461
366	7201	12421
367	7209	12381
368	7217	12342
369	7227	12306
370	7236	12268
371	7244	12229
372	7253	12192
373	7261	12153
374	7270	12117
375	7280	12083
376	7288	12044
377	7297	12008
378	7305	11969
379	7311	11930
380	7319	11891
381	7326	11852
382	7334	11816
383	7343	11780
384	7351	11743
385	7361	11709
386	7369	11672
387	7376	11635
388	7386	11601
389	7394	11565
390	7403	11530
391	7412	11496
392	7419	11459
393	7427	11424
394	7435	11387
395	7443	11352
396	7452	11319
397	7460	11284
398	7468	11249
399	7478	11218
400	7486	11182
401	7493	11147
402	7501	11113
403	7513	11084
404	7523	11052
405	7531	11018
406	7539	10985
407	7547	10950
408	7556	10919
409	7564	10885
410	7573	10852
411	7580	10818
412	7587	10784
413	7595	10750
414	7602	10717
415	7610	10684
416	7619	10652
417	7625	10617
418	7633	10584
419	7640	10551
420	7646	10516
421	7656	10486
422	7663	10453
423	7671	10421
424	7679	10389
425	7686	10356
426	7695	10327
427	7704	10296
428	7713	10266
429	7723	10237
430	7731	10206
431	7738	10175
432	7747	10144
433	7757	10116
434	7765	10085
435	7773	10055
436	7780	10023
437	7788	9993
438	7797	9963
439	7806	9935
440	7813	9904
441	7821	9873
442	7828	9843
443	7836	9813
444	7844	9784
445	7852	9753
446	7861	9725
447	7868	9695
448	7876	9666
449	7884	9636
450	7891	9606
451	7898	9575
452	7904	9544
453	7911	9514
454	7919	9485
455	7926	9456
456	7933	9426
457	7942	9398
458	7949	9369
459	7955	9339
460	7963	9310
461	7970	9281
462	7977	9253
463	7985	9224
464	7991	9194
465	7998	9165
466	8005	9136
467	8011	9106
468	8018	9078
469	8024	9048
470	8031	9021
471	8039	8993
472	8047	8966
473	8054	8938
474	8063	8911
475	8070	8883
476	8077	8856
477	8084	8828
478	8091	8800
479	8099	8773
480	8106	8747
481	8114	8720
482	8122	8693
483	8129	8667
484	8138	8641
485	8145	8615
486	8153	8589
487	8160	8561
488	8167	8534
489	8174	8508
490	8182	8482
491	8190	8457
492	8196	8429
493	8205	8404
494	8211	8377
495	8218	8350
496	8224	8324
497	8233	8299
498	8241	8274
499	8248	8248
500	8255	8222
501	8263	8197
502	8271	8172
503	8278	8146
504	8285	8121
505	8291	8094
506	8298	8069
507	8305	8043
508	8313	8019
509	8321	7994
510	8329	7971
511	8337	7946
512	8344	7921
513	8352	7897
514	8360	7873
515	8367	7848
516	8376	7825
517	8383	7800
518	8390	7776
519	8397	7751
520	8405	7727
521	8412	7702
522	8419	7678
523	8427	7655
524	8434	7631
525	8442	7608
526	8452	7585
527	8459	7561
528	8467	7538
529	8475	7515
530	8482	7491
531	8488	7466
532	8495	7443
533	8503	7420
534	8510	7397
535	8516	7372
536	8523	7348
537	8530	7325
538	8537	7302
539	8545	7279
540	8553	7256
541	8560	7234
542	8568	7211
543	8575	7188
544	8583	7166
545	8589	7142
546	8597	7120
547	8604	7097
548	8611	7074
549	8620	7052
550	8626	7029
551	8634	7007
552	8641	6985
553	8648	6962
554	8657	6941
555	8665	6919
556	8672	6897
557	8680	6875
558	8687	6853
559	8695	6831
560	8702	6809
561	8709	6787
562	8716	6765
563	8722	6743
564	8730	6721
565	8738	6700
566	8746	6679
567	8753	6657
568	8760	6636
569	8768	6614
570	8775	6593
571	8782	6571
572	8789	6549
573	8796	6528
574	8804	6507
575	8811	6486
576	8819	6465
577	8827	6444
578	8834	6423
579	8841	6402
580	8848	6381
581	8855	6360
582	8863	6339
583	8871	6319
584	8877	6298
585	8884	6276
586	8891	6256
587	8898	6235
588	8905	6214
589	8913	6194
590	8920	6173
591	8928	6153
592	8937	6134
593	8944	6113
594	8951	6092
595	8959	6073
596	8967	6053
597	8975	6033
598	8982	6013
599	8989	5993
600	8997	5973
601	9005	5953
602	9013	5934
603	9022	5915
604	9031	5896
605	9039	5876
606	9046	5857
607	9055	5838
608	9063	5818
609	9069	5798
610	9076	5778
611	9084	5759
612	9090	5739
613	9097	5719
614	9106	5700
615	9112	5680
616	9120	5661
617	9127	5641
618	9134	5622
619	9142	5603
620	9149	5583
621	9155	5564
622	9163	5545
623	9171	5526
624	9178	5507
625	9186	5488
626	9193	5469
627	9201	5450
628	9209	5432
629	9216	5412
630	9224	5394
631	9232	5376
632	9239	5357
633	9248	5339
634	9255	5320
635	9263	5301
636	9270	5282
637	9277	5263
638	9284	5245
639	9291	5226
640	9298	5207
641	9306	5189
642	9314	5171
643	9321	5152
644	9329	5134
645	9337	5117
646	9345	5098
647	9352	5080
648	9359	5062
649	9366	5043
650	9374	5025
651	9382	5007
652	9389	4989
653	9395	4970
654	9402	4952
655	9410	4934
656	9418	4917
657	9424	4898
658	9431	4880
659	9437	4861
660	9443	4843
661	9452	4826
662	9459	4808
663	9467	4790
664	9474	4773
665	9482	4755
666	9489	4737
667	9497	4720
668	9505	4702
669	9512	4685
670	9518	4667
671	9527	4650
672	9533	4632
673	9543	4615
674	9549	4597
675	9556	4580
676	9564	4563
677	9571	4545
678	9578	4528
679	9587	4511
680	9594	4494
681	9602	4477
682	9609	4460
683	9616	4442
684	9624	4426
685	9632	4408
686	9639	4391
687	9647	4375
688	9655	4358
689	9662	4341
690	9670	4324
691	9677	4307
692	9685	4290
693	9692	4273
694	9700	4256
695	9708	4240
696	9716	4224
697	9724	4207
698	9730	4190
699	9738	4173
700	9745	4156
701	9752	4140
702	9759	4123
703	9766	4106
704	9773	4089
705	9780	4073
706	9788	4056
707	9795	4040
708	9802	4023
709	9809	4006
710	9816	3989
711	9823	3973
712	9831	3957
713	9838	3940
714	9845	3924
715	9852	3908
716	9861	3892
717	9869	3876
718	9876	3860
719	9885	3844
720	9892	3827
721	9900	3812
722	9907	3795
723	9915	3780
724	9924	3764
725	9930	3747
726	9938	3732
727	9946	3716
728	9954	3700
729	9963	3684
730	9970	3669
731	9977	3653
732	9986	3637
733	9993	3621
734	10000	3605
735	10008	3590
736	10016	3574
737	10024	3558
738	10032	3543
739	10040	3527
740	10047	3511
741	10055	3496
742	10062	3480
743	10069	3464
744	10076	3449
745	10085	3433
746	10093	3418
747	10099	3402
748	10107	3387
749	10115	3371
750	10122	3356
751	10129	3340
752	10136	3325
753	10143	3309
754	10149	3293
755	10157	3278
756	10165	3263
757	10171	3247
758	10178	3231
759	10185	3216
760	10193	3201
761	10201	3186
762	10209	3171
763	10218	3156
764	10227	3141
765	10235	3126
766	10243	3111
767	10250	3096
768	10258	3081
769	10265	3066
770	10272	3051
771	10279	3036
772	10288	3021
773	10295	3006
774	10302	2991
775	10309	2975
776	10316	2960
777	10324	2946
778	10332	2931
779	10340	2916
780	10347	2901
781	10354	2886
782	10361	2871
783	10368	2856
784	10375	2841
785	10382	2826
786	10390	2812
787	10398	2797
788	10407	2783
789	10414	2768
790	10422	2753
791	10429	2739
792	10436	2724
793	10444	2709
794	10452	2695
795	10461	2681
796	10469	2666
797	10477	2652
798	10487	2638
799	10494	2623
800	10500	2608
801	10511	2595
802	10520	2581
803	10528	2566
804	10537	2552
805	10546	2538
806	10554	2524
807	10561	2509
808	10569	2495
809	10576	2480
810	10583	2466
811	10590	2452
812	10599	2438
813	10606	2423
814	10613	2409
815	10623	2395
816	10631	2381
817	10639	2367
818	10647	2353
819	10654	2338
820	10662	2324
821	10668	2310
822	10676	2296
823	10683	2282
824	10690	2267
825	10698	2253
826	10705	2239
827	10713	2225
828	10720	2211
829	10728	2197
830	10735	2183
831	10742	2169
832	10749	2155
833	10757	2141
834	10765	2127
835	10773	2113
836	10779	2099
837	10788	2085
838	10795	2071
839	10804	2058
840	10812	2044
841	10821	2030
842	10829	2016
843	10838	2003
844	10845	1989
845	10854	1975
846	10861	1962
847	10870	1948
848	10877	1934
849	10885	1920
850	10892	1907
851	10900	1893
852	10908	1879
853	10918	1866
854	10926	1852
855	10933	1839
856	10941	1825
857	10949	1812
858	10957	1798
859	10964	1784
860	10971	1771
861	10980	1757
862	10986	1744
863	10994	1730
864	11002	1717
865	11010	1703
866	11017	1690
867	11025	1676
868	11033	1663
869	11040	1649
870	11048	1636
871	11056	1622
872	11064	1609
873	11073	1596
874	11081	1583
875	11089	1569
876	11097	1556
877	11105	1543
878	11112	1529
879	11119	1516
880	11127	1503
881	11135	1489
882	11143	1476
883	11150	1463
884	11158	1450
885	11166	1436
886	11174	1423
887	11181	1410
888	11189	1397
889	11197	1383
890	11204	1370
891	11213	1357
892	11221	1344
893	11229	1331
894	11236	1318
895	11243	1305
896	11251	1292
897	11260	1279
898	11269	1266
899	11276	1252
900	11284	1239
901	11291	1226
902	11299	1213
903	11307	1200
904	11314	1187
905	11321	1174
906	11329	1161
907	11336	1148
908	11344	1135
909	11351	1122
910	11359	1109
911	11367	1096
912	11377	1084
913	11386	1071
914	11394	1058
915	11402	1045
916	11410	1032
917	11419	1020
918	11427	1007
919	11434	994
920	11442	981
921	11450	968
922	11458	955
923	11465	943
924	11473	930
925	11480	917
926	11486	904
927	11494	891
928	11502	879
929	11510	866
930	11517	853
931	11524	840
932	11532	828
933	11539	815
934	11547	802
935	11554	790
936	11562	777
937	11570	764
938	11578	752
939	11585	739
940	11593	726
941	11600	714
942	11608	701
943	11616	689
944	11624	676
945	11631	663
946	11638	651
947	11645	638
948	11653	626
949	11661	613
950	11670	601
951	11677	588
952	11684	576
953	11691	563
954	11699	551
955	11706	538
956	11714	526
957	11723	513
958	11730	501
959	11739	489
960	11746	476
961	11753	464
962	11760	451
963	11767	439
964	11775	427
965	11782	414
966	11790	402
967	11798	390
968	11806	377
969	11813	365
970	11822	353
971	11829	340
972	11836	328
973	11843	316
974	11849	303
975	11856	291
976	11863	279
977	11871	267
978	11879	254
979	11887	242
980	11895	230
981	11904	218
982	11911	205
983	11917	193
984	11924	181
985	11932	169
986	11939	157
987	11946	145
988	11954	132
989	11961	120
990	11969	108
991	11977	96
992	11985	84
993	11993	72
994	12001	60
995	12009	48
996	12016	36
997	12022	24
998	12029	12
999	12036	0
